#Source_name;Variability_index;ASSOC1;ASSOC2;ASSOC_TEV;CLASS1;Flags
3FGL J1101.3-6032;40.909;;;;;16
3FGL J1101.5+4106;49.9621;RX J1101.3+4108;;;bll;0
3FGL J1101.9-6053;23.3171;;;;spp;20
3FGL J1103.1+1155;204.041;TXS 1100+122;;;fsrq;0
3FGL J1103.3+5239;65.1734;;;;;0
3FGL J1103.5-2329;36.513;1ES 1101-232;;1ES 1101-232;bll;0
3FGL J1103.9-5357;182.927;PKS 1101-536;;;bll;0
3FGL J1104.3+0730;61.9789;MG1 J110424+0730;;;bll;0
3FGL J1104.3-7736c;50.0934;;;;;33
3FGL J1104.4+3812;755.104;Mkn 421;;Markarian 421;BLL;0
3FGL J1104.9-6036;43.0943;;;;;0
3FGL J1105.2-6113;56.0688;PSR J1105-6107;;;PSR;528
3FGL J1105.7+4427;28.5201;;;;;0
3FGL J1105.9+2814;177.849;MG2 J110606+2812;;;fsrq;0
3FGL J1106.4-3643;62.5563;PMN J1106-3647;;;bcu;0
3FGL J1106.6-1744;37.9151;;;;;1
3FGL J1107.4-4447;151.269;PKS 1104-445;;;fsrq;0
3FGL J1107.5+0223;50.9985;NVSS J110735+022225;;;bll;0
3FGL J1107.8+1502;49.0131;RX J1107.7+1502;;;bll;0
3FGL J1109.4+2411;40.4964;1ES 1106+244;;;bll;0
3FGL J1109.4-4815;44.5464;PMN J1109-4815;;;bcu;0
3FGL J1109.6+3734;28.4894;NVSS J110938+373609;;;bll;0
3FGL J1110.0+7134;45.3382;RX J1110.5+7133;;;bll;0
3FGL J1110.4-1835;55.9732;CRATES J1110-1835;;;bll;0
3FGL J1111.9-6058;73.5046;PSR J1112-6103;;;PSR;16
3FGL J1111.9-6038;46.6872;;;;spp;0
3FGL J1112.0-6135;55.7189;;;;;64
3FGL J1112.1+0500;43.7514;;;;;0
3FGL J1112.1+1034;41.7389;;;;;0
3FGL J1112.4+3449;166.637;TXS 1109+350;;;fsrq;0
3FGL J1112.6+1749;32.9194;1RXS J111224.2+175131;;;bll;0
3FGL J1113.1-4515;40.7287;;;;;0
3FGL J1115.0-0701;86.8878;;;;;0
3FGL J1116.7-4854;63.299;;;;;1
3FGL J1117.0+2014;95.5831;RBS 0958;;;bll;0
3FGL J1117.2-5338;67.1729;;;;;4
3FGL J1117.3+2546;39.2685;RX J1117.6+2548;;;bll;0
3FGL J1117.7+0217;55.4002;;;;;0
3FGL J1117.7-4632;65.9427;PKS 1116-46;;;fsrq;0
3FGL J1117.9+5355;52.8867;NVSS J111757+535553;;;bll;0
3FGL J1118.2-0411;364.885;PMN J1118-0413;;;agn;0
3FGL J1119.1-6127;62.7489;PSR J1119-6127;;SNR G292.2-00.5;PSR;0
3FGL J1119.7-3046;35.327;1RXS J111941.0-304652;;;bll;0
3FGL J1119.8-2647;54.0737;;;;;0
3FGL J1119.9-2204;62.6218;;;;;0
3FGL J1120.6+0713;69.9872;;;;;0
3FGL J1120.8+4212;37.5151;RBS 0970;;;bll;0
3FGL J1121.4-0554;812.47;PKS 1118-05;;;fsrq;0
3FGL J1123.2-6415;210.783;AT20G J112319-641735;;;bcu;0
3FGL J1123.3-2529;44.8204;;;;;0
3FGL J1123.6+7231;24.3078;RX J1123.8+7230;;;bll;0
3FGL J1123.6-4558;32.0083;;;;;256
3FGL J1123.9-3653;34.581;PSR J1124-3653;;;PSR;0
3FGL J1124.1+2337;59.4781;OM 235;;;fsrq;0
3FGL J1124.5-5915;35.9614;PSR J1124-5916;;;PSR;0
3FGL J1124.9+4932;60.9253;GB6 J1124+4933;;;bll;0
3FGL J1125.0-2101;42.3529;PMN J1125-2100;;;bcu;0
3FGL J1125.1-5803;37.8354;;;;;0
3FGL J1125.3-5824;41.3394;PSR J1125-5825;;;PSR;0
3FGL J1125.5-3558;77.6001;PMN J1125-3556;;;bll;0
3FGL J1125.6-6012;47.9611;PSR J1125-6014;;;psr;0
3FGL J1125.8-0745;42.9286;1RXS J112551.6-074219;;;bll;1
3FGL J1125.9+2007;51.7447;4C +20.25;;;fsrq;0
3FGL J1126.7-3834;48.1123;PKS 1124-382;;;bcu;0
3FGL J1126.8-5001;40.5933;;;;;0
3FGL J1127.0-1857;1080.18;PKS 1124-186;;;fsrq;0
3FGL J1127.8+3618;197.024;MG2 J112758+3620;;;fsrq;0
3FGL J1128.0+5921;41.652;TXS 1125+596;;;fsrq;0
3FGL J1128.6-5434;38.9745;;;;;5
3FGL J1128.7-6232;45.181;;;;;12
3FGL J1129.0+3758;44.7509;;;;;0
3FGL J1129.0+3705;92.1718;MG2 J112910+3702;;;bll;0
3FGL J1129.4-4215;56.2798;SUMSS J113006-421441;;;bcu;1
3FGL J1129.9-1446;310.948;PKS 1127-14;;;fsrq;0
3FGL J1130.7-7800;46.6432;;;;;0
3FGL J1131.1+5810;48.4462;1RXS J113117.8+580911;;;bll;0
3FGL J1131.4+3819;56.722;B2 1128+38;;;fsrq;16
3FGL J1131.9-0503;56.7199;PKS 1128-047;;;bcu;4
3FGL J1132.0-4736;31.8725;;;;;1
3FGL J1132.7+0034;66.3069;PKS B1130+008;;;bll;0
3FGL J1132.8+1015;71.0506;4C +10.33;;;fsrq;257
3FGL J1135.2-6054;46.3861;LAT PSR J1135-6055;;;PSR;0
3FGL J1136.1-7411;39.8531;PKS 1133-739;;;bcu;4
3FGL J1136.1+7523;36.9299;PSR J1137+7528;;;PSR;0
3FGL J1136.4+3405;65.6907;MG2 J113627+3408;;;fsrq;0
3FGL J1136.6+7009;43.037;Mkn 180;;Markarian 180;bll;0
3FGL J1136.6+6736;50.6883;RX J1136.5+6737;;RX J1136.5+6737;bll;0
3FGL J1136.6-6826;43.5421;PKS 1133-681;;;bcu;0
3FGL J1136.9+2551;45.2084;RX J1136.8+2551;;;bll;0
3FGL J1138.2+4905;57.2821;GB6 J1138+4858;;;bcu;0
3FGL J1139.0-6244;29.4494;;;;;4
3FGL J1140.4+1529;24.2414;NVSS J114023+152808;;;bll;0
3FGL J1141.2+6805;46.342;1RXS J114118.3+680433;;;bcu;0
3FGL J1141.6-1406;43.0675;1RXS J114142.2-140757;;;bcu;0
3FGL J1142.0+1546;57.3481;MG1 J114208+1547;;;bll;0
3FGL J1142.1-6941;53.6821;;;;;0
3FGL J1142.9+0120;70.8398;PSR J1142+0119;;;PSR;0
3FGL J1143.0+6123;45.2185;87GB 114026.7+613850;;;bll;0
3FGL J1145.1+1935;41.3046;3C 264;;;rdg;0
3FGL J1145.8+4425;31.1844;B3 1143+446A;;;fsrq;0
3FGL J1146.1-0640;33.6355;;;;;0
3FGL J1146.8+3958;843.538;S4 1144+40;;;fsrq;0
3FGL J1147.0-3811;128.747;PKS 1144-379;;;fsrq;0
3FGL J1147.8-0725;187.208;PKS 1145-071;;;fsrq;0
3FGL J1149.1+2815;46.1726;;;;;0
3FGL J1149.5+2443;44.2645;RX J1149.5+2439;;;bll;16
3FGL J1150.3+2417;62.1694;OM 280;;;bll;0
3FGL J1150.5+4155;47.345;RBS 1040;;;bll;0
3FGL J1150.7-4816;33.0158;;;;;0
3FGL J1151.4-1346;47.6542;PMN J1151-1347;;;bll;0
3FGL J1151.4+5858;59.0811;TXS 1148+592;;;bll;0
3FGL J1151.5+0957;43.059;;;;;0
3FGL J1151.8-6108;47.829;;;;;517
3FGL J1152.3-0841;80.9347;PKS B1149-084;;;fsrq;0
3FGL J1153.4+4932;1942.58;OM 484;;;FSRQ;0
3FGL J1153.4+4033;32.5123;B3 1151+408;;;fsrq;0
3FGL J1153.7-2555;40.1203;PMN J1153-2553;;;bcu;0
3FGL J1154.0-3243;44.0799;PKS 1151-324;;;bcu;0
3FGL J1154.2-0010;64.7878;1RXS J115404.9-001008;;;bll;0
3FGL J1154.3+6023;130.435;RX J1154.0+6022;;;fsrq;0
3FGL J1155.3-1112;34.7216;;;;;0
3FGL J1155.4-3417;30.7357;NVSS J115520-341718;;;bcu;0
3FGL J1155.9+6136;34.0382;SDSS J115548.40+613553.8;;;bll;0
3FGL J1156.7-2250;38.401;NVSS J115633-225004;;;bcu;0
3FGL J1158.8+0941;64.5363;GB6 J1158+0937;;;bll;0
3FGL J1158.9+0818;36.21;RX J1158.8+0819;;;bcu;0
3FGL J1159.2-2141;158.531;PMN J1159-2142;;;fsrq;0
3FGL J1159.3-2226;197.945;PKS 1156-221;;;bcu;0
3FGL J1159.5+2914;1934.99;Ton 599;;;fsrq;0
3FGL J1159.6-0723;45.0985;PMN J1159-0723;;;bcu;0
3FGL J1200.4+0202;55.7915;;;;;0
3FGL J1200.8+1228;44.0413;GB6 J1200+1230;;;bcu;0
3FGL J1200.9-1432;54.3899;;;;;0
3FGL J1200.9+2010;57.874;TXS 1158+204;;;bcu;0
3FGL J1203.1+6029;52.5637;SBS 1200+608;;;bll;0
3FGL J1203.2+3847;34.8212;NVSS J120257+385147;;;bll;0
3FGL J1203.5-3925;40.0298;PMN J1203-3926;;;bcu;0
3FGL J1203.9-1745;48.0357;;;;;0
3FGL J1203.9-6243;59.232;PSR J1203-63;;;psr;16
3FGL J1204.0+1144;56.6491;1RXS J120413.0+114549;;;bll;0
3FGL J1204.3-0708;48.117;1RXS J120417.0-070959;;;bll;0
3FGL J1205.4+0412;48.9628;MG1 J120448+0408;;;fsrq;0
3FGL J1205.8-2636;79.2842;PKS 1203-26;;;fsrq;0
3FGL J1205.9+3315;42.4956;;;;;0
3FGL J1206.4-7123;43.3099;;;;;9
3FGL J1207.2-5052;60.4032;PSR J1207-5050;;;psr;0
3FGL J1207.6-4537;34.3002;PMN J1207-4531;;;bcu;0
3FGL J1207.6-2232;45.3064;NVSS J120738-223250;;;bcu;0
3FGL J1208.0-6901;38.1109;;;;;1
3FGL J1208.2-7810c;33.9212;PKS 1205-778;;;bcu;32
3FGL J1208.4-6239;64.4402;;;;;0
3FGL J1208.7+5442;532.104;TXS 1206+549;;;fsrq;0
3FGL J1209.1-5224;40.2102;;;;spp;0
3FGL J1209.4+4119;59.2351;B3 1206+416;;;bll;0
3FGL J1209.8+1810;181.901;MG1 J120953+1809;;;fsrq;0
3FGL J1209.9+7607;41.2663;;;;;0
3FGL J1210.1-2742;88.2029;;;;;256
3FGL J1211.8+6413;37.7273;;;;;0
3FGL J1212.2-6251;53.7021;;;;spp;16
3FGL J1212.6+5135;53.0659;1RXS J121301.8+512942;;;bll;0
3FGL J1213.1-2619;44.5744;RBS 1080;;;bll;0
3FGL J1213.7+1306;44.9702;4C +13.46;;;fsrq;0
3FGL J1213.9-4412;48.0967;;;;;0
3FGL J1214.0-6236;58.0189;;;;spp;0
3FGL J1214.4-2315;37.7795;;;;;0
3FGL J1215.0+5002;44.2765;NVSS J121500+500216;;;bll;0
3FGL J1215.1+1658;58.544;TXS 1212+171;;;fsrq;0
3FGL J1215.9-1926;33.2294;;;;;0
3FGL J1216.6-0557;54.7041;;;;;0
3FGL J1217.8+3007;206.36;1ES 1215+303;;1ES 1215+303;bll;0
3FGL J1218.0-0029;83.8819;PKS 1215-002;;;bll;0
3FGL J1218.4-0121;59.2036;PKS 1216-010;;;bll;0
3FGL J1218.5+6912;55.982;NVSS J122044+690522;;;bcu;16
3FGL J1218.8-4827;53.0563;PMN J1219-4826;;;bcu;0
3FGL J1219.7-0314;36.3903;1RXS J121946.0-031419;;;bll;0
3FGL J1220.0-2502;51.5486;;;;;0
3FGL J1220.1-3715;41.962;;;;;0
3FGL J1220.2+3434;50.5008;GB2 1217+348;;;bll;0
3FGL J1220.2+7105;153.196;S5 1217+71;;;fsrq;0
3FGL J1220.3+6055;49.5443;;;;;0
3FGL J1221.3+3010;92.4541;PG 1218+304;;1ES 1218+304;bll;0
3FGL J1221.4+2814;204.241;W Comae;;W Comae;bll;0
3FGL J1221.5-0632;52.5408;;;;;0
3FGL J1222.4+0414;188.396;4C +04.42;;;fsrq;0
3FGL J1222.7+7952;46.816;;;;;0
3FGL J1222.7+8041;87.3721;S5 1221+80;;;bll;0
3FGL J1223.0-5622;43.2348;;;;;9
3FGL J1223.2+1215;39.2903;;;;;0
3FGL J1223.3+0818;40.2772;;;;;0
3FGL J1223.3-3028;38.1107;NVSS J122337-303246;;;bcu;0
3FGL J1224.5+4957;58.8414;SBS 1221+503;;;fsrq;0
3FGL J1224.5+2436;54.1909;MS 1221.8+2452;;MS 1221.8+2452;bll;0
3FGL J1224.6+4332;64.7029;B3 1222+438;;;bll;0
3FGL J1224.6-8312;56.5414;PKS 1221-82;;;bcu;0
3FGL J1224.9+2122;18067.4;4C +21.35;;4C +21.35;FSRQ;0
3FGL J1225.4-3448;33.9225;;;;;0
3FGL J1225.7-7314;43.8385;PMN J1225-7313;;;bcu;1
3FGL J1225.9+2953;58.0426;;;;;0
3FGL J1226.8+0638;27.6078;1RXS J122645.2+063906;;;bll;0
3FGL J1226.9-1329;58.7783;PMN J1226-1328;;;bll;512
3FGL J1227.9-4854;74.9643;PSR J1227-4853;;;psr;0
3FGL J1228.4-0317;51.582;;;;;0
3FGL J1228.7+4857;68.059;TXS 1226+492;;;fsrq;0
3FGL J1229.1+0202;7873.02;3C 273;;;FSRQ;0
3FGL J1229.8-5305;57.5413;AT20G J122939-530332;;;bcu;0
3FGL J1230.3+2519;95.3459;ON 246;;;bll;0
3FGL J1230.9+1224;54.281;M 87;;M 87;rdg;0
3FGL J1231.2-1411;48.6381;PSR J1231-1411;;;PSR;0
3FGL J1231.5+6414;33.9415;MS 1229.2+6430;;;bll;0
3FGL J1231.6-5113;46.8032;;;;;0
3FGL J1231.6+4825;44.3826;;;;;16
3FGL J1231.7-6513;48.111;;;;;4
3FGL J1231.7+2847;158.551;B2 1229+29;;;bll;0
3FGL J1231.8+1421;43.6324;GB6 J1231+1421;;;bll;0
3FGL J1232.3+1701;41.1149;;;;;0
3FGL J1232.5-3720;56.4994;;;;;0
3FGL J1232.8+1332;50.8902;;;;;0
3FGL J1233.7-0145;37.4597;NVSS J123341-014426;;;bll;0
3FGL J1233.9-5736;43.9037;AT20G J123407-573552;;;bcu;0
3FGL J1234.7-0437;47.6745;;;;;512
3FGL J1236.5-6154;53.5551;;;;;8
3FGL J1236.6-7050;51.6892;;;;;1
3FGL J1236.6+3901;43.5418;RX J1236.4+3859;;;bll;0
3FGL J1237.9+6258;29.7662;1H 1241+626;;;bll;0
3FGL J1238.2-1958;56.88;PMN J1238-1959;;;bcu;0
3FGL J1238.3-4543;61.6498;PMN J1238-4541;;;bcu;0
3FGL J1239.1-1158;49.8249;;;;;0
3FGL J1239.4+0727;44.7808;PKS 1236+077;;;bcu;0
3FGL J1239.5+0443;1257.65;MG1 J123931+0443;;;fsrq;0
3FGL J1240.3-7149;70.1031;;;;;0
3FGL J1241.6-1456;36.2659;RX J1241.8-1455;;;bll;0
3FGL J1241.9+0639;42.699;1ES 1239+069;;;bll;0
3FGL J1243.1+3627;58.1719;Ton 116;;;bll;0
3FGL J1243.9-0217;51.0092;PMN J1243-0218;;;bcu;1
3FGL J1244.1+1615;60.367;SDSS J124444.35+161621.7;;;bll;1
3FGL J1244.2-6227;40.8953;;;;;8
3FGL J1244.3-5515;46.2344;;;;;1
3FGL J1244.3-4955;44.8922;SUMSS J124422-495422;;;bcu;8
3FGL J1244.8+5707;33.7726;1RXS J124510.5+571020;;;bll;0
3FGL J1246.7-2547;1117.78;PKS 1244-255;;;fsrq;0
3FGL J1247.0+4421;61.9414;RX J1246.9+4423;;;bll;0
3FGL J1248.0+5130;53.9359;RX J1248.4+5128;;;bll;0
3FGL J1248.2+5820;65.174;PG 1246+586;;;bll;0
3FGL J1249.1-2808;49.835;;;;;0
3FGL J1249.5-0546;52.5939;;;;;0
3FGL J1249.7+3705;51.8701;RX J1249.8+3708;;;bll;0
3FGL J1250.2-0233;26.468;;;;;0
3FGL J1250.5+0217;44.1736;PKS 1247+025;;;bll;0
3FGL J1251.0-0203;93.4833;TXS 1248-017;;;bcu;0
3FGL J1251.0-4943;36.26;;;;;0
3FGL J1251.3+1041;70.0436;1RXS J125117.4+103914;;;bll;0
3FGL J1253.2+5300;72.1692;S4 1250+53;;;bll;0
3FGL J1253.7+0327;63.2526;MG1 J125348+0326;;;bll;0
3FGL J1254.1-2203;46.2665;NVSS J125422-220413;;;bcu;0
3FGL J1254.1+6240;44.8939;1RXS J125400.1+624303;;;bll;0
3FGL J1254.5+2210;41.0813;TXS 1252+224;;;bll;0
3FGL J1254.9-4423;39.7681;PKS 1252-441;;;bll;0
3FGL J1256.1-0547;4198.44;3C 279;;3C 279;FSRQ;0
3FGL J1256.1-5703;51.0752;;;;;0
3FGL J1256.1-5919;43.6529;PMN J1256-5919;;;bcu;8
3FGL J1256.3-1146;59.437;PMN J1256-1146;;;bcu;0
3FGL J1256.7+5328;63.4807;TXS 1254+538;;;bcu;16
3FGL J1256.9+3649;65.3508;1RXS J125716.0+364713;;;bll;0
3FGL J1257.0-6338;115.521;;;;;4
3FGL J1258.0+6120;41.4566;NVSS J125820+612049;;;bll;0
3FGL J1258.1+3233;130.977;ON 393;;;fsrq;0
3FGL J1258.4+2123;43.3125;;;;;0
3FGL J1258.6-1800;247.302;PKS B1256-177;;;fsrq;0
3FGL J1258.7-2219;135.032;PKS 1256-220;;;fsrq;0
3FGL J1258.7+5137;40.8733;NVSS J125825+514225;;;bcu;0
3FGL J1259.0-2310;46.1338;PKS B1256-229;;;bcu;0
3FGL J1259.3-8151;43.911;;;;;0
3FGL J1259.5-3231;61.5873;;;;;0
3FGL J1259.8-3749;44.9107;NVSS J125949-374856;;;bcu;0
3FGL J1300.2+1416;80.3897;OW 197;;;fsrq;0
3FGL J1301.5+3333;62.9575;;;;;0
3FGL J1301.6+0832;41.7256;PSR J1301+0833;;;PSR;0
3FGL J1302.3-3259;39.7508;PSR J1302-3258;;;PSR;0
3FGL J1302.6+5748;49.5925;TXS 1300+580;;;bcu;0
3FGL J1303.0-6312e;46.8458;HESS J1303-631;;HESS J1303-631;PWN;5
3FGL J1303.0+2435;377.265;MG2 J130304+2434;;;bll;0
3FGL J1303.7-4619;73.1497;PMN J1303-4621;;;fsrq;0
3FGL J1304.2-2411;52.6844;PMN J1304-2412;;;bcu;0
3FGL J1304.3-5535;51.7644;PMN J1303-5540;;;bcu;0
3FGL J1304.3-4353;96.2491;1RXS J130421.2-435308;;;bll;0
3FGL J1304.6+1200;52.6441;;;;;0
3FGL J1304.8-0338;73.5448;PKS 1302-035;;;fsrq;0
3FGL J1304.9-2109;31.6906;PKS B1302-208;;;bcu;0
3FGL J1305.4-4926;56.8794;NGC 4945;;;sbg;0
3FGL J1305.5+7854;41.763;S5 1304+79;;;bll;0
3FGL J1305.7-6241;61.0644;Kes 17;;;snr;0
3FGL J1306.4-6043;35.6882;;;;;0
3FGL J1306.8-2146;35.9602;PKS 1304-215;;;bcu;0
3FGL J1306.8-4031;43.7785;;;;;0
3FGL J1307.6-4300;58.224;1RXS J130737.8-425940;;;bcu;0
3FGL J1308.1-6707;133.573;PKS 1304-668;;;bcu;0
3FGL J1308.7+3545;167.28;5C 12.291;;;fsrq;0
3FGL J1308.7-5738;33.824;;;;;9
3FGL J1309.0+0347;42.9368;;;;;0
3FGL J1309.3+4304;55.2252;B3 1307+433;;;bll;0
3FGL J1309.5+1154;46.4748;4C +12.46;;;bll;0
3FGL J1310.2-1159;41.2826;TXS 1307-117;;;bll;0
3FGL J1310.6+2446;39.127;MG2 J131037+2447;;;bcu;0
3FGL J1310.6+3222;556.442;OP 313;;;fsrq;0
3FGL J1310.7+5515;84.5563;TXS 1308+554;;;fsrq;0
3FGL J1311.0+0036;30.9651;RX J1311.1+0035;;;bll;0
3FGL J1311.8-3430;52.3579;LAT PSR J1311-3430;;;PSR;0
3FGL J1311.8-6230;46.188;;;;;0
3FGL J1312.3+8513;28.95;;;;;1
3FGL J1312.5-2155;62.76;PKS 1309-216;;;bll;0
3FGL J1312.7+4828;3683.86;GB 1310+487;;;agn;0
3FGL J1312.7+0051;46.3477;PSR J1312+0051;;;PSR;0
3FGL J1312.7-2349;55.591;NVSS J131248-235046;;;bcu;0
3FGL J1312.8-0424;388.241;PKS B1310-041;;;fsrq;0
3FGL J1314.7-4237;45.0239;MS 13121-4221;;1ES 1312-423;bcu;0
3FGL J1314.8+2349;53.777;TXS 1312+240;;;bll;0
3FGL J1315.1-5329;158.563;PMN J1315-5334;;;bcu;0
3FGL J1315.4+1130;49.2112;1RXS J131531.9+113327;;;bcu;0
3FGL J1315.7-0732;72.4805;;;;;0
3FGL J1316.0-3338;430.481;PKS 1313-333;;;fsrq;0
3FGL J1316.2-6446;106.085;;;;;0
3FGL J1317.6-6315;50.5337;;;;;0
3FGL J1317.8+3429;71.8106;S4 1315+34;;;fsrq;0
3FGL J1318.7-1232;63.4543;PMN J1318-1235;;;bcu;0
3FGL J1319.3+1402;33.1524;RX J1319.4+1405;;;bll;0
3FGL J1319.6+7759;51.8882;NVSS J131921+775823;;;bcu;0
3FGL J1321.0+2215;162.016;TXS 1318+225;;;fsrq;0
3FGL J1321.7+8312;139.316;S5 1322+83;;;fsrq;0
3FGL J1322.3+0839;73.8506;NVSS J132210+084231;;;bcu;0
3FGL J1322.6-1619;39.5851;PMN J1322-1617;;;bcu;0
3FGL J1322.8-0938;178.643;PKS B1319-093;;;fsrq;0
3FGL J1322.9+0435;40.6104;RBS 1257;;;bll;0
3FGL J1323.0+2942;43.4872;4C +29.48;;;bcu;0
3FGL J1323.2-3901;35.5372;;;;;1
3FGL J1323.9+1405;48.4571;RX J1323.9+1406;;;bll;0
3FGL J1324.0-4330e;124.882;Cen A Lobes;;;RDG;20
3FGL J1325.2-5411;31.6868;;;;;0
3FGL J1325.4-4301;59.3275;Cen A Core;;Centaurus A;RDG;0
3FGL J1326.1+2931;51.43;TXS 1323+298;;;bll;0
3FGL J1326.2-4651;40.9453;;;;;0
3FGL J1326.6-5256;363.594;PMN J1326-5256;;;bll;0
3FGL J1326.7-4727;66.3906;Omega Cen;;;glc;0
3FGL J1326.8+2211;171.625;B2 1324+22;;;fsrq;0
3FGL J1327.9+2524;32.205;NVSS J132758+252750;;;bll;0
3FGL J1328.5-4728;50.2177;1WGA J1328.6-4727;;;bcu;512
3FGL J1328.9-5607;788.263;PMN J1329-5608;;;bcu;0
3FGL J1329.1-0536;50.6296;;;;;256
3FGL J1329.8-6109;55.6627;;;;;0
3FGL J1330.0-3818;38.1035;Tol 1326-379;;;fsrq;0
3FGL J1330.0+4437;44.9731;1RXS J133021.4+444117;;;bll;0
3FGL J1330.1-7002;830.501;PKS 1326-697;;;bcu;0
3FGL J1330.4+5641;50.0902;;;;;257
3FGL J1330.5+3023;39.0215;3C 286;;;css;0
3FGL J1330.6+7002;47.7445;NVSS J133025+700141;;;bll;0
3FGL J1330.9+5201;47.9486;87GB 132842.6+521750;;;bcu;0
3FGL J1331.1-1328;81.5783;PMN J1331-1326;;;bcu;16
3FGL J1331.5+1711;53.6089;TXS 1329+174;;;bll;0
3FGL J1331.8+4718;74.5365;B3 1330+476;;;fsrq;0
3FGL J1332.0-0508;1874.97;PKS 1329-049;;;fsrq;0
3FGL J1332.6-1256;296.667;PMN J1332-1256;;;fsrq;0
3FGL J1332.8+2723;122.503;MG2 J133305+2725;;;fsrq;0
3FGL J1333.7+5057;166.842;CLASS J1333+5057;;;fsrq;0
3FGL J1333.8-4417;47.8085;;;;;0
3FGL J1334.3-4152;38.4986;;;;;0
3FGL J1335.1-5655;66.1925;;;;;0
3FGL J1335.2-4056;50.4278;;;;;0
3FGL J1335.4-2949;50.7308;1ES 1332-295;;;bll;0
3FGL J1337.6-1257;100.086;PKS 1335-127;;;fsrq;0
3FGL J1338.6-2403;52.8761;PKS 1336-237;;;bcu;0
3FGL J1338.9+6532;58.7809;87GB 133543.8+654752;;;fsrq;0
3FGL J1339.0+1153;46.2116;SDSS J133859.05+115316.7;;;bll;0
3FGL J1339.8-0133;69.5374;PKS 1337-013;;;fsrq;0
3FGL J1340.6+4412;41.4481;RX J1340.4+4410;;;bll;0
3FGL J1340.6-0408;51.605;NVSS J134042-041006;;;bcu;0
3FGL J1341.0+3955;45.9734;SDSS J134105.10+395945.4;;;bll;0
3FGL J1341.5+5517;39.6928;SBS 1339+554;;;bll;0
3FGL J1341.9-2053;255.885;PKS B1339-206;;;fsrq;0
3FGL J1342.4-6904;33.3065;;;;;8
3FGL J1342.7+0945;23.6272;NVSS J134240+094752;;;bcu;0
3FGL J1343.6+5753;41.2395;1RXS J134357.9+575426;;;fsrq;0
3FGL J1344.2-1724;272.585;PMN J1344-1723;;;fsrq;0
3FGL J1344.5-3655;42.0349;PKS 1341-366;;;bcu;0
3FGL J1345.1-6224;58.2967;;;;spp;532
3FGL J1345.1+1949;44.8479;;;;;0
3FGL J1345.6+4453;2987.46;B3 1343+451;;;fsrq;0
3FGL J1345.8+0704;189.159;TXS 1343+073;;;fsrq;0
3FGL J1345.9-3357;57.1084;NVSS J134543-335643;;;bcu;0
3FGL J1346.2-2608;45.5214;;;;;0
3FGL J1346.6-6027;45.297;Cen B;;;rdg;0
3FGL J1346.9-2958;45.9013;NVSS J134706-295840;;;bcu;0
3FGL J1347.6-3754;165.902;PMN J1347-3750;;;fsrq;0
3FGL J1348.5-7150;58.1279;;;;;0
3FGL J1348.5-5833;48.2271;;;;;9
3FGL J1349.6-1133;642.103;PKS 1346-112;;;fsrq;0
3FGL J1350.4-6224;58.2414;;;;;4
3FGL J1350.8+3035;289.323;B2 1348+30B;;;fsrq;0
3FGL J1351.1-2743;48.9817;;;;;1
3FGL J1351.1+0030;168.628;PKS 1348+007;;;fsrq;0
3FGL J1351.4+1115;45.846;RX J1351.3+1115;;;bll;0
3FGL J1351.7-2913;89.0263;PKS 1348-289;;;bcu;0
3FGL J1351.8-1524;53.0379;;;;;0
3FGL J1353.1-4414;36.7864;PKS 1349-439;;;bll;0
3FGL J1353.2+1435;72.1079;OP 186;;;bll;0
3FGL J1353.5-6640;48.3149;1RXS J135341.1-664002;;;bll;0
3FGL J1354.5+3705;38.273;FIRST J135426.6+370654;;;bll;0
3FGL J1355.0-1044;195.194;PKS 1352-104;;;fsrq;0
3FGL J1356.3-4029;44.4137;SUMSS J135625-402820;;;bcu;0
3FGL J1356.6-6428;54.6159;PSR J1357-6429;;HESS J1356-645;PSR;0
3FGL J1357.5+0125;48.4533;RX J1357.6+0128;;;bll;0
3FGL J1357.6+7643;103.246;S5 1357+76;;;fsrq;0
3FGL J1358.5-6025;53.1618;;;;;0
3FGL J1359.0+5544;141.537;87GB 135720.6+555936;;;fsrq;0
3FGL J1359.2+0204;42.0643;PKS 1356+022;;;fsrq;0
3FGL J1359.9-3746;44.4317;PMN J1359-3746;;;bll;0
3FGL J1400.2-2413;50.2302;;;;;4
3FGL J1400.5-1437;39.2164;PSR J1400-1438;;;psr;512
3FGL J1400.7-5605;112.952;PMN J1400-5605;;;bcu;0
3FGL J1402.7-3240;45.6362;;;;;0
3FGL J1403.1+1304;46.8128;;;;;0
3FGL J1404.3-5241;54.9656;;;;;0
3FGL J1404.7-5844;39.2054;;;;;8
3FGL J1404.8+6554;52.3743;NVSS J140450+655428;;;bll;0
3FGL J1404.8+0401;40.2848;MS 1402.3+0416;;;bll;0
3FGL J1405.4-6119;43.9349;;;;;0
3FGL J1406.0-2508;45.7213;NVSS J140609-250808;;;bcu;0
3FGL J1406.6+1644;36.4014;RBS 1350;;;bll;0
3FGL J1407.7-4256;47.2263;SUMSS J140739-430231;;;bcu;0
3FGL J1408.0-2924;43.1368;;;;;0
3FGL J1408.8-0751;129.654;PKS B1406-076;;;fsrq;0
3FGL J1409.2-3743;43.5636;;;;;0
3FGL J1409.7-6132;35.3732;PSR J1410-6132;;;PSR;20
3FGL J1410.4+2821;38.0884;RX J1410.4+2821;;;bll;0
