#Source_name;Variability_index;ASSOC1;ASSOC2;ASSOC_TEV;CLASS1;Flags
3FGL J0336.9-1304;38.8977;PKS 0334-131;;;fsrq;0
3FGL J0338.1-2443;31.9255;1RXS J033810.1-244337;;;bll;0
3FGL J0338.5+1303;58.8756;RX J0338.4+1302;;;bcu;0
3FGL J0339.2-1738;52.2927;PKS 0336-177;;;bcu;0
3FGL J0339.5-0146;698.05;PKS 0336-01;;;fsrq;0
3FGL J0340.3+4130;60.9697;PSR J0340+4130;;;PSR;0
3FGL J0340.4+5302;46.5935;;;;;0
3FGL J0340.4-2423;28.9695;;;;;0
3FGL J0340.5-2119;72.4583;PKS 0338-214;;;bll;0
3FGL J0342.2+3857;122.135;GB6 J0342+3858;;;fsrq;0
3FGL J0342.3+3148c;47.9204;;;;;48
3FGL J0342.6-3006;36.9167;PKS 0340-302;;;bcu;0
3FGL J0342.8+1321;38.9595;;;;;0
3FGL J0343.2-2534;303.66;PKS 0341-256;;;fsrq;0
3FGL J0343.3-6443;85.6325;PMN J0343-6442;;;bcu;0
3FGL J0343.3+3622;32.5904;OE 367;;;bcu;0
3FGL J0345.1-2353;61.6177;NVSS J034518-235218;;;bll;0
3FGL J0345.3+3236;54.3956;;;;;2048
3FGL J0348.1+4431;29.8807;;;;;0
3FGL J0348.4+6039;39.2982;;;;;0
3FGL J0348.6-2748;51.3755;PKS 0346-27;;;fsrq;0
3FGL J0348.7-1606;67.5905;PKS 0346-163;;;bll;0
3FGL J0349.2-1158;44.2568;1ES 0347-121;;1ES 0347-121;bll;0
3FGL J0349.9-2102;508.577;PKS 0347-211;;;fsrq;0
3FGL J0351.0-2816;38.4395;;;;;16
3FGL J0351.1+0128;40.4834;TXS 0348+013;;;ssrq;0
3FGL J0351.4-3248;30.3114;;;;;0
3FGL J0352.9+5655;41.8609;GB6 J0353+5654;;;bcu;0
3FGL J0353.0-3622;46.9801;XRS J0353-3623;;;bll;0
3FGL J0353.0-6831;42.0344;PKS 0352-686;;;bll;0
3FGL J0354.1+4643;50.7366;B3 0350+465;;;bcu;4
3FGL J0354.6+8011;338.527;S5 0346+80;;;bll;0
3FGL J0356.3-6948;44.3281;PMN J0357-6948;;;bcu;0
3FGL J0357.1+2325;40.7046;MG3 J035721+2319;;;bcu;0
3FGL J0357.1-4957;50.262;PKS 0355-500;;;bll;0
3FGL J0357.9+3206;47.8435;LAT PSR J0357+3205;;;PSR;0
3FGL J0358.7+0633;111.188;PMN J0358+0629;;;bcu;0
3FGL J0358.8+6002;198.533;TXS 0354+599;;;fsrq;0
3FGL J0359.3-2612;39.1957;PKS 0357-264;;;bll;0
3FGL J0359.5+5413;33.6308;;;;;0
3FGL J0359.7+7649;54.2012;;;;;0
3FGL J0401.0-5359;29.3081;;;;;0
3FGL J0401.4+2109;36.977;TXS 0358+210;;;fsrq;0
3FGL J0401.8-3144;45.2187;PKS 0400-319;;;fsrq;0
3FGL J0402.1-2618;45.4397;PKS 0359-264;;;bll;0
3FGL J0402.7+2616;50.4078;;;;;8
3FGL J0403.7-2442;32.8864;TXS 0401-248;;;fsrq;0
3FGL J0403.9-3604;2486.5;PKS 0402-362;;;FSRQ;0
3FGL J0405.5-1307;89.2108;PKS 0403-13;;;fsrq;0
3FGL J0407.1-3825;242.127;PKS 0405-385;;;fsrq;0
3FGL J0407.5+0740;43.9772;TXS 0404+075;;;bll;0
3FGL J0409.4+3158;34.4977;NVSS J040928+320245;;;bcu;1
3FGL J0409.8-0358;59.4661;NVSS J040946-040003;;;bll;0
3FGL J0412.0+0229;59.3831;;;;;0
3FGL J0413.6-5334;228.38;PMN J0413-5332;;;fsrq;64
3FGL J0414.9-0840;53.6011;;;;;0
3FGL J0415.7-4351;39.1071;;;;;0
3FGL J0416.6-1850;139.636;PKS 0414-189;;;fsrq;0
3FGL J0416.8+0104;55.8486;1ES 0414+009;;1ES 0414+009;bll;0
3FGL J0418.0-0251;122.78;PKS B0415-029;;;bcu;0
3FGL J0418.2+3412;42.1382;;;;;0
3FGL J0418.5+3813c;66.9594;3C 111;;;rdg;32
3FGL J0419.1+6636;49.1536;;;;;512
3FGL J0420.4+1448;46.4678;;;;;0
3FGL J0420.4-6013;40.4581;;;;;0
3FGL J0420.6-3742;53.897;;;;;0
3FGL J0421.6+1950;47.0757;;;;;0
3FGL J0422.1-0642;53.4845;PMN J0422-0643;;;fsrq;0
3FGL J0423.2-0119;537.205;PKS 0420-01;;;FSRQ;0
3FGL J0423.5+5442;61.847;;;;;0
3FGL J0423.8+4150;52.4001;4C +41.11;;;bll;0
3FGL J0424.7+0035;115.194;PKS 0422+00;;;bll;0
3FGL J0425.0-5331;67.5475;PMN J0425-5331;;;bll;0
3FGL J0425.2+6319;46.9861;1RXS J042523.0+632016;;;bcu;0
3FGL J0425.8+5600;51.6734;;;;;4
3FGL J0426.3+3510;36.3705;;;;;0
3FGL J0426.3+6827;48.9551;4C +68.05;;;bcu;0
3FGL J0426.6+0459;64.8913;4C +04.15;;;bcu;0
3FGL J0426.7+5437;51.8322;;;;;0
3FGL J0427.3-3900;178.871;PMN J0427-3900;;;bcu;0
3FGL J0427.9-6704;37.866;;;;;0
3FGL J0428.6-3756;2951.55;PKS 0426-380;;;bll;0
3FGL J0429.8+2843;59.6316;MG2 J042948+2843;;;bcu;0
3FGL J0429.8+3611c;40.2137;;;;;56
3FGL J0430.1-3103;44.1292;;;;;0
3FGL J0430.2-2508;64.6842;PMN J0430-2507;;;bll;0
3FGL J0430.5+1655;67.0323;MG1 J043022+1655;;;bcu;0
3FGL J0431.6+7403;40.9229;GB6 J0431+7403;;;bcu;0
3FGL J0431.7+3503;48.6648;;;;;4
3FGL J0432.5+0539;50.1038;;;;;0
3FGL J0433.1+3228;50.6429;NVSS J043307+322840;;;bcu;0
3FGL J0433.6+2905;207.349;MG2 J043337+2905;;;bll;0
3FGL J0433.7-6028;306.485;PKS 0432-606;;;bcu;0
3FGL J0434.0-5726;62.9557;SUMSS J043344-572613;;;bcu;0
3FGL J0434.0-2010;60.7721;TXS 0431-203;;;bll;0
3FGL J0434.3-1411c;61.867;;;;;33
3FGL J0434.4-2341;51.1779;PMN J0434-2342;;;bcu;0
3FGL J0434.6+0921;49.0941;TXS 0431+092;;;bcu;0
3FGL J0437.2-4713;24.7487;PSR J0437-4715;;;PSR;0
3FGL J0437.7-7330;54.5193;;;;;0
3FGL J0438.3-1258;48.0569;PKS 0436-129;;;fsrq;0
3FGL J0438.8-4519;59.8703;PKS 0437-454;;;bll;0
3FGL J0439.6-3159;36.4637;1RXS J043931.4-320045;;;bcu;0
3FGL J0439.9-1859;60.3258;PMN J0439-1900;;;bcu;0
3FGL J0440.3-2500;35.1354;RBS 0570;;;bll;0
3FGL J0440.3+1444;43.1773;TXS 0437+145;;;bcu;5
3FGL J0440.8+2751;49.3859;B2 0437+27B;;;bll;0
3FGL J0442.6-0017;798.647;PKS 0440-00;;;fsrq;0
3FGL J0444.5+3425;54.6862;B2 0441+34;;;bcu;0
3FGL J0444.6-6012;44.5326;PMN J0444-6014;;;fsrq;0
3FGL J0447.1-2540;38.6956;;;;;0
3FGL J0447.8-2119;44.0307;PKS 0446-212;;;fsrq;0
3FGL J0448.6-1632;56.1201;RBS 0589;;;bll;0
3FGL J0449.0+1121;321.875;PKS 0446+11;;;fsrq;0
3FGL J0449.4-4350;230.173;PKS 0447-439;;PKS 0447-439;bll;0
3FGL J0451.6+7231;41.7294;;;;;0
3FGL J0451.7+5722;28.3226;;;;;520
3FGL J0453.2-2808;234.35;PKS 0451-28;;;fsrq;0
3FGL J0453.2+6321;70.8643;NVSS J045312+632117;;;bcu;0
3FGL J0454.6-6825;37.2476;PWN G279.8-35.8;;;pwn;0
3FGL J0455.7-4617;143.769;PKS 0454-46;;;fsrq;0
3FGL J0456.2-6924;56.4319;;LMC field;;;0
3FGL J0456.3+2702;97.4954;MG2 J045613+2702;;;bcu;0
3FGL J0456.3-3131;87.5656;PMN J0456-3135;;;fsrq;0
3FGL J0457.0-2324;4466.61;PKS 0454-234;;;FSRQ;0
3FGL J0457.0+0643;56.3206;4C +06.21;;;fsrq;256
3FGL J0500.3+5237;37.5863;;;;spp;0
3FGL J0501.2-0157;480.805;S3 0458-02;;;fsrq;0
3FGL J0501.8+3046;53.0163;1RXS J050140.8+304831;;;bcu;4
3FGL J0502.5+0612;46.4642;PKS 0459+060;;;fsrq;0
3FGL J0502.6+1759;45.809;;;;;0
3FGL J0502.7+3438;145.085;MG2 J050234+3436;;;bcu;4
3FGL J0503.4+4522;66.6163;1RXS J050339.8+451715;;;bcu;0
3FGL J0503.5+6538;43.4883;1E 0458.1+6530;;;bll;0
3FGL J0505.3+0459;656.998;PKS 0502+049;;;fsrq;0
3FGL J0505.3-0422;41.6699;S3 0503-04;;;fsrq;0
3FGL J0505.5+0416;34.1051;MG1 J050533+0415;;;bll;0
3FGL J0505.5-1558;38.4547;TXS 0503-160;;;bcu;0
3FGL J0505.9+6114;49.134;NVSS J050558+611336;;;bll;0
3FGL J0506.3-0357;27.2916;;;;;16
3FGL J0506.9+0321;33.1199;;;;;0
3FGL J0506.9-5435;43.1894;1ES 0505-546;;;bcu;0
3FGL J0507.1-6102;147.888;PKS 0506-61;;;fsrq;0
3FGL J0507.5-0906;44.2875;;;;;257
3FGL J0508.0+6736;77.9445;1ES 0502+675;;1ES 0502+675;bll;0
3FGL J0508.2-1936;44.3383;PMN J0508-1936;;;bcu;0
3FGL J0509.3+1012;70.9413;PKS 0506+101;;;fsrq;0
3FGL J0509.4+0541;285.297;TXS 0506+056;;;bll;0
3FGL J0509.7-0400;26.1553;1H 0506-039;;;bll;0
3FGL J0509.7-6418;52.2832;RBS 0625;;;bcu;0
3FGL J0510.0+1802;114.789;PKS 0507+17;;;fsrq;0
3FGL J0512.0-3737;39.7356;;;;;0
3FGL J0512.2+2918;61.6021;B2 0509+29;;;bcu;256
3FGL J0512.9+4038;56.4602;B3 0509+406;;;bcu;0
3FGL J0514.4+5603;63.5937;TXS 0510+559;;;fsrq;9
3FGL J0514.6-4406;58.7478;;;;;0
3FGL J0515.3-4557;43.5256;PKS 0514-459;;;fsrq;0
3FGL J0515.5-0123;33.3326;NVSS J051536-012427;;;bcu;0
3FGL J0515.8+1526;56.5684;GB6 J0515+1527;;;bll;0
3FGL J0516.3+7351;51.5841;GB6 J0516+7350;;;bll;0
3FGL J0516.6+1012;36.3858;;;;;0
3FGL J0516.7-6207;134.751;PKS 0516-621;;;bll;0
3FGL J0517.1+2628c;49.7352;;;;;37
3FGL J0517.4+4540;149.199;4C +45.08;;;fsrq;8
3FGL J0517.5+0902;36.5679;PMN J0517+0858;;;fsrq;16
3FGL J0519.2-4542;50.1544;Pictor A;;;rdg;0
3FGL J0519.3+2746;36.8983;4C +27.15;;;bcu;0
3FGL J0519.5+0852;51.358;TXS 0516+087;;;bcu;1
3FGL J0521.4-1740;47.146;TXS 0519-176;;;fsrq;0
3FGL J0521.7+0103;50.9098;NVSS J052140+010257;;;bcu;0
3FGL J0521.7+2113;239.791;TXS 0518+211;;VER J0521+211;bll;0
3FGL J0521.9-3847;98.7041;PKS 0520-388;;;bcu;0
3FGL J0522.9-3628;678.858;PKS 0521-36;;;BCU;0
3FGL J0523.3-2528;50.1532;;;;;512
3FGL J0523.7+3328;38.8227;;;;;1
3FGL J0524.4+2839;53.2414;;;;;4
3FGL J0524.5-6937;36.4205;;LMC field;;;1
3FGL J0525.2-6614;52.1006;;LMC field;;;0
3FGL J0525.3-4558;47.0984;PKS 0524-460;;;fsrq;0
3FGL J0525.6-6013;58.4289;SUMSS J052542-601341;;;bcu;0
3FGL J0525.8-2014;51.1647;PMN J0525-2010;;;bcu;0
3FGL J0526.0+4253;54.2627;NVSS J052520+425520;;;bcu;0
3FGL J0526.2-4829;205.769;PKS 0524-485;;;fsrq;0
3FGL J0526.4+2247;56.7216;;;;;0
3FGL J0526.6-6825e;68.5041;LMC;;;GAL;0
3FGL J0526.6+6321;50.7026;GB6 J0526+6317;;;bcu;0
3FGL J0527.3+6647;36.9588;;;;;0
3FGL J0528.3+1815;35.0;1RXS J052829.6+181657;;;bcu;0
3FGL J0529.1+0933;59.856;GB6 J0529+0934;;;bcu;0
3FGL J0529.2-5917;40.4008;1RXS J052846.9-592000;;;bll;0
3FGL J0529.2+3822;60.0715;;;;;5
3FGL J0529.8-7242;94.2913;PKS 0530-727;;;bcu;0
3FGL J0530.8+1330;509.326;PKS 0528+134;;;FSRQ;0
3FGL J0532.0-4827;2337.93;PMN J0531-4827;;;BCU;0
3FGL J0532.7+0732;810.653;OG 050;;;FSRQ;0
3FGL J0533.0-3939;55.4176;PKS 0531-397;;;bcu;0
3FGL J0533.2+4822;270.514;TXS 0529+483;;;fsrq;0
3FGL J0533.2+5944;52.6261;;;;;0
3FGL J0533.6-8323;144.791;PKS 0541-834;;;fsrq;0
3FGL J0533.8-3754;57.4462;;;;;256
3FGL J0534.0+6759;60.0196;PSR J0533+6759;;;PSR;0
3FGL J0534.5+2201i;0.0;Crab;;Crab;PWN;0
3FGL J0534.5+2201s;269.874;Crab;;Crab;PWN;20
3FGL J0534.5+2201;621.931;PSR J0534+2200;Crab;Crab Pulsar;PSR;20
3FGL J0535.3-6559;45.5324;;LMC field;;;4
3FGL J0535.6-2749;40.3317;PMN J0535-2751;;;bcu;0
3FGL J0535.7-0617c;41.1836;;;;;49
3FGL J0536.4-3347;200.791;;;;;64
3FGL J0537.0-7113;43.5107;;LMC field;;;1
3FGL J0537.0+0957;182.355;;;;;0
3FGL J0537.4+3604c;28.4404;;;;;32
3FGL J0537.4-5717;56.4981;SUMSS J053748-571828;;;bll;512
3FGL J0538.4-3909;52.7418;NVSS J053810-390844;;;bcu;0
3FGL J0538.8-4405;2733.41;PKS 0537-441;;;BLL;0
3FGL J0538.8-0341;31.5705;;;;;4
3FGL J0538.9+1646;45.3372;;;;;0
3FGL J0539.2-0536;30.4928;;;;;2048
3FGL J0539.8+1434;298.773;TXS 0536+145;;;fsrq;0
3FGL J0539.9-7553;44.2859;;;;;0
3FGL J0540.0+1208;48.3857;;;;;0
3FGL J0540.0-2837;179.798;PKS 0537-286;;;fsrq;0
3FGL J0540.3+2756e;61.5929;S147;;;SNR;0
3FGL J0540.4+5823;51.2446;GB6 J0540+5823;;;bll;0
3FGL J0540.5-5416;252.612;PKS 0539-543;;;fsrq;0
3FGL J0540.8+3503c;41.8575;;;;;48
3FGL J0541.1+3553;35.1678;;;;;1
3FGL J0542.2-8737;50.015;SUMSS J054923-874001;;;bcu;256
3FGL J0542.5-0907c;64.055;PMN J0542-0913;;;bcu;41
3FGL J0543.9-5531;71.2066;1RXS J054357.3-553206;;;bll;0
3FGL J0544.7+2239;37.4496;;;;;8
3FGL J0545.6+6019;35.953;;;;;0
3FGL J0546.4+0031c;53.3054;;;;;32
3FGL J0550.3-4521;48.1078;;;;;0
3FGL J0550.6-3217;48.4385;PKS 0548-322;;PKS 0548-322;bll;0
3FGL J0553.5-2036;62.652;NVSS J055333-203417;;;bcu;0
3FGL J0554.1+3104;62.2051;LAT PSR J0554+3107;;;PSR;0
3FGL J0556.0-4353;55.8402;SUMSS J055618-435146;;;bll;0
3FGL J0556.2+3933;52.6741;;;;;4
3FGL J0557.7-0720;33.0594;;;;;0
3FGL J0558.1-3838;37.5957;EXO 0556.4-3838;;;bll;0
3FGL J0558.6-7459;49.7422;PKS 0600-749;;;bll;0
3FGL J0559.8+3042;38.9955;;;;;0
3FGL J0600.4-1934;43.1418;;;;;256
3FGL J0600.9-3943;44.7151;PKS 0558-396;;;fsrq;0
3FGL J0601.0+3837;33.2649;B2 0557+38;;;bll;0
3FGL J0601.2-7036;596.588;PKS 0601-70;;;fsrq;0
3FGL J0601.5+2309;45.7957;;;;;256
3FGL J0602.2+5314;52.3973;GB6 J0601+5315;;;bcu;0
3FGL J0602.8-4016;49.6407;SUMSS J060251-401845;;;bcu;0
3FGL J0603.3+2042;24.9277;;;;;0
3FGL J0603.8+2155;109.609;4C +22.12;;;bcu;0
3FGL J0604.1-4817;43.6464;1ES 0602-482;;;bll;0
3FGL J0604.7-4849;36.7818;1RXS J060432.7-485007;;;bcu;17
3FGL J0605.0+3756;39.8767;PSR J0605+3757;;;PSR;0
3FGL J0605.0-0000;51.8751;;;;;0
3FGL J0605.9+2039c;50.5694;;;;;288
3FGL J0606.4-4729;36.5748;ESO 254- G 017;;;bcu;0
3FGL J0607.4+4739;59.6986;TXS 0603+476;;;bll;0
3FGL J0608.0-0835;211.286;PKS 0605-08;;;fsrq;0
3FGL J0608.1-1522;264.381;PMN J0608-1520;;;fsrq;64
3FGL J0608.2-2306;42.4058;;;;;0
3FGL J0608.6+5328;36.9702;;;;;0
3FGL J0609.2+2051c;33.2846;;;;;48
3FGL J0609.3+2131;39.4778;PSR J0609+2130;;;psr;0
3FGL J0609.4-0248;58.876;NVSS J060915-024754;;;bll;0
3FGL J0609.6-2851;48.401;;;;;0
3FGL J0609.7-1841;61.7989;;;;;0
3FGL J0610.2-2059;34.9958;PSR J0610-2100;;;PSR;0
3FGL J0610.6+1728;53.2011;;;;spp;0
3FGL J0611.1-6100;80.1024;PKS 0609-609;;;fsrq;0
3FGL J0611.2+4323;42.9951;NVSS J061107+432404;;;bcu;0
3FGL J0611.5+1957;46.4173;;;;;1
3FGL J0611.7+2759;54.8216;GB6 J0611+2803;;;bcu;1
3FGL J0612.8+4122;105.36;B3 0609+413;;;bll;0
3FGL J0613.8-0201;56.2344;PSR J0613-0200;;;PSR;0
3FGL J0614.1-3329;45.0341;PSR J0614-3329;;;PSR;0
3FGL J0615.4-3116;57.8224;PKS 0613-312;;;bll;0
3FGL J0617.2+5701;58.9973;87GB 061258.1+570222;;;bll;0
3FGL J0617.2+2234e;50.6077;IC 443;;IC 443;SNR;0
3FGL J0617.6-1717;64.6947;CRATES J061733.67-171522.8;;;bll;0
3FGL J0618.0+7819;52.9953;1REX J061757+7816.1;;;fsrq;8
3FGL J0618.2-2429;32.2888;PMN J0618-2426;;;bcu;1
3FGL J0618.9-1138;25.3589;TXS 0616-116;;;bcu;8
3FGL J0619.4+2242;51.6864;;;;;16
3FGL J0620.4+2644;31.9309;RX J0620.6+2644;;;bcu;0
3FGL J0621.0+2514;43.6675;PSR J0621+2514;;;PSR;0
3FGL J0622.2+3747;53.9689;LAT PSR J0622+3749;;;PSR;0
3FGL J0622.4-2606;91.8936;PMN J0622-2605;;;bll;0
3FGL J0622.9+3326;3202.14;B2 0619+33;;;BCU;0
3FGL J0623.1-4143;31.7469;;;;;0
3FGL J0623.3+3043;44.4717;GB6 J0623+3045;;;bcu;0
3FGL J0625.2+4440;52.7889;GB6 J0625+4440;;;bll;0
3FGL J0626.0-5436;68.1578;PMN J0625-5438;;;fsrq;0
3FGL J0626.6-4259;48.2685;1RXS J062635.9-425810;;;bcu;0
3FGL J0626.8+1743;49.0857;;;;;0
3FGL J0627.0-3529;57.9642;PKS 0625-35;;;rdg;0
3FGL J0627.9-1517;52.66;NVSS J062753-152003;;;bcu;0
3FGL J0628.4+2429;42.0229;;;;;0
3FGL J0629.0-6248;48.5551;PKS 0628-627;;;bll;0
3FGL J0629.4-1959;339.198;PKS 0627-199;;;bll;0
3FGL J0630.2-0929c;43.0229;;;;;32
3FGL J0630.3+6906;28.4368;GB6 J0629+6900;;;bcu;0
3FGL J0630.9-2406;63.3017;TXS 0628-240;;;bll;0
3FGL J0631.2+2019;61.1144;TXS 0628+203;;;bcu;0
3FGL J0631.5+1036;42.4632;PSR J0631+1036;;;PSR;4
3FGL J0631.6+0644;43.0427;;;;spp;0
3FGL J0633.7+0632;59.436;LAT PSR J0633+0632;;;PSR;0
3FGL J0633.9+1746;46.4875;PSR J0633+1746;Geminga;Geminga;PSR;0
3FGL J0634.1+0424;42.8702;;;;;4
3FGL J0634.7-2334;58.0883;PMN J0634-2335;;;fsrq;1
3FGL J0635.7-7517;346.792;PKS 0637-75;;;fsrq;0
3FGL J0636.7+7115;67.5337;;;;;0
3FGL J0637.5+0418;71.3661;;;;;16
3FGL J0638.4+5704;61.7177;;;;;1
3FGL J0638.6+7324;120.977;S5 0633+73;;;fsrq;0
3FGL J0639.9+3250;49.4731;;;;;256
3FGL J0640.0-1252;42.7466;TXS 0637-128;;;bcu;4
3FGL J0640.9+0752;39.2693;;;;spp;17
3FGL J0641.1+1004;45.4026;;;;;1
3FGL J0641.8-0319;106.547;TXS 0639-032;;;bcu;4
3FGL J0643.2+0859;183.639;PMN J0643+0857;;;fsrq;4
3FGL J0643.4-5358;67.546;PMN J0643-5358;;;bcu;0
3FGL J0644.3-6713;559.81;PKS 0644-671;;;bcu;0
3FGL J0644.6+6035;60.2857;;;;;0
3FGL J0644.6-2853;50.6072;1RXS J064444.2-285120;;;bcu;0
3FGL J0645.9-3914;53.1791;PKS 0644-390;;;fsrq;1
3FGL J0646.4-5452;48.9735;PMN J0646-5451;;;bcu;2052
3FGL J0647.0-5134;37.541;1ES 0646-515;;;bcu;0
3FGL J0647.1-4415;34.6628;SUMSS J064648-441929;;;bcu;0
3FGL J0647.6-6058;81.9249;PMN J0647-6058;;;bcu;0
3FGL J0647.6+0032;49.2888;;;;;0
3FGL J0647.8+1751;41.1323;;;;;1
3FGL J0648.1+1606;34.5013;1RXS J064814.1+160708;;;bcu;0
3FGL J0648.1-3045;405.911;PKS 0646-306;;;fsrq;0
3FGL J0648.8+1516;36.0387;RX J0648.7+1516;;RX J0648.7+1516;bll;0
3FGL J0648.8-1740;139.268;TXS 0646-176;;;fsrq;0
3FGL J0649.6-3138;46.534;1RXS J064933.8-313914;;;bcu;0
3FGL J0650.4-1636;55.4043;PKS 0648-16;;;bcu;0
3FGL J0650.5+2055;46.2372;1RXS J065033.9+205603;;;bcu;0
3FGL J0650.7+2503;63.8456;1ES 0647+250;;1ES 0647+250;bll;0
3FGL J0650.9+6524;47.1395;;;;;1
3FGL J0651.3+4014;54.3985;RX J0651.0+4013;;;bcu;0
3FGL J0652.0-4808;37.9853;1RXS J065201.0-480858;;;bcu;0
3FGL J0653.6+2817;55.9425;GB6 J0653+2816;;;bcu;0
3FGL J0654.4+4514;1193.21;B3 0650+453;;;FSRQ;0
3FGL J0654.4+5042;251.533;GB6 J0654+5042;;;fsrq;0
3FGL J0654.5+0926;48.1486;RX J0654.3+0925;;;bcu;0
3FGL J0656.2-0323;188.715;TXS 0653-033;;;fsrq;0
3FGL J0656.4+4232;43.8221;4C +42.22;;;bll;0
3FGL J0657.6-4701;38.1465;;;;;0
3FGL J0658.3-5832;34.7184;PMN J0658-5840;;;bcu;0
3FGL J0658.6+0636;37.0017;NVSS J065844+063711;;;bcu;1
3FGL J0658.8+2318;42.8216;;;;;0
3FGL J0659.2-0439c;41.5237;;;;;33
3FGL J0659.5+1414;45.3059;PSR J0659+1414;;;PSR;0
3FGL J0700.0+1709;57.674;TXS 0657+172;;;bcu;4
3FGL J0700.2+1304;30.1881;GB6 J0700+1304;;;bcu;0
3FGL J0700.3-6310;60.9263;SUMSS J065958-631238;;;bcu;0
3FGL J0700.6-6610;113.45;PKS 0700-661;;;bll;0
3FGL J0700.6+3557;35.7686;;;;;0
3FGL J0701.4-4634;453.551;PKS 0700-465;;;fsrq;0
3FGL J0702.7-1952;62.2109;TXS 0700-197;;;bll;0
3FGL J0703.4-3914;60.4907;1RXS J070312.7-391417;;;bcu;0
3FGL J0704.1-1043;40.9975;;;;;4
3FGL J0704.3-4828;28.2218;;;;;0
3FGL J0705.7-0006;53.6431;;;;;0
3FGL J0706.1-4849;55.7535;PMN J0705-4847;;;bcu;0
3FGL J0706.5+3744;48.0406;GB6 J0706+3744;;;bll;0
3FGL J0707.0+7741;147.272;NVSS J070651+774137;;;bll;0
3FGL J0707.2+6101;50.4952;TXS 0702+612;;;bll;0
3FGL J0707.5-3111;44.4328;;;;;265
3FGL J0707.7-1035c;47.3035;;;;;32
3FGL J0708.7+1747;53.5154;;;;;0
3FGL J0708.9+2239;56.5956;GB6 J0708+2241;;;bcu;0
3FGL J0709.7-0256;251.219;PMN J0709-0255;;;bll;4
3FGL J0710.3+5908;55.5422;1H 0658+595;;RGB J0710+591;bll;0
3FGL J0710.5+4732;89.4377;S4 0707+47;;;bll;0
3FGL J0711.1-1037;38.703;;;;;5
3FGL J0712.2-3806;59.0344;;;;;1
3FGL J0712.2-6436;42.9728;MRC 0712-643;;;bcu;0
3FGL J0712.6+5033;96.4429;GB6 J0712+5033;;;bll;0
3FGL J0713.9+1933;728.401;MG2 J071354+1934;;;fsrq;64
3FGL J0714.7-3924;39.8985;;;;;0
3FGL J0716.0-4525;38.2498;;;;;0
3FGL J0718.7-4319;38.1243;PMN J0718-4319;;;bll;0
3FGL J0718.9-5004;35.0057;;;;;0
3FGL J0719.3+3307;737.103;B2 0716+33;;;fsrq;0
3FGL J0720.0-4010;35.512;1RXS J071939.2-401153;;;bcu;0
3FGL J0721.4+0404;115.404;PMN J0721+0406;;;fsrq;0
3FGL J0721.5-0221;40.4914;;;;;256
3FGL J0721.9+7120;1818.04;S5 0716+71;;S5 0716+71;BLL;0
3FGL J0722.2-2648;40.1181;;;;;9
3FGL J0723.2-0728;37.6996;1RXS J072259.5-073131;;;bcu;0
3FGL J0723.7+2050;53.2259;GB6 J0723+2051;;;bcu;0
3FGL J0724.1+2857;115.745;GB6 J0723+2859;;;fsrq;0
3FGL J0725.2+1425;2454.62;4C +14.23;;;FSRQ;0
3FGL J0725.4-5007;30.9984;;;;;0
3FGL J0725.7-0550;47.5352;;;;;0
3FGL J0725.8-3532;35.6011;;;;;0
3FGL J0725.8+0212;54.3254;;;;;0
3FGL J0725.8-0054;49.0752;PKS 0723-008;;;bcu;0
3FGL J0726.6-4727;93.0968;PMN J0726-4728;;;fsrq;0
3FGL J0728.0+4828;36.6935;GB6 J0727+4827;;;bcu;0
3FGL J0729.5-3127;51.8586;NVSS J072922-313128;;;bcu;0
3FGL J0729.7-1448;32.5517;PSR J0729-1448;;;PSR;0
3FGL J0730.2-1141;1220.25;PKS 0727-11;;;fsrq;0
3FGL J0730.3+6720;52.2171;GB6 J0731+6718;;;fsrq;1
3FGL J0730.5+3307;43.5833;1RXS J073026.0+330727;;;bll;0
3FGL J0730.5-0537;46.7968;TXS 0728-054;;;bcu;0
3FGL J0730.5-6606;41.1167;PMN J0730-6602;;;bcu;0
3FGL J0731.7-1914c;46.8984;;;;;289
3FGL J0731.8-3010;32.2033;;;;;0
3FGL J0732.2-4638;104.661;PKS 0731-465;;;bcu;0
3FGL J0733.3+5904;74.4337;;;;;0
3FGL J0733.5+5153;39.4176;NVSS J073326+515355;;;bcu;0
3FGL J0733.8+5021;113.603;TXS 0730+504;;;fsrq;0
3FGL J0733.8+4108;38.2685;GB6 J0733+4111;;;bll;0
3FGL J0734.3-7709;124.029;PKS 0736-770;;;bcu;0
3FGL J0734.7-1558;31.8915;LAT PSR J0734-1559;;;PSR;0
3FGL J0737.2-3233;51.3332;;;;;0
3FGL J0737.8-8245;41.7889;;;;;0
3FGL J0738.1+1741;130.198;PKS 0735+17;;;bll;0
3FGL J0739.4+0137;277.068;PKS 0736+01;;;fsrq;0
3FGL J0739.8+1312;36.2061;;;;;256
3FGL J0740.6-5230;37.3388;;;;;0
3FGL J0740.8+6621;57.6311;PSR J0742+6620;;;PSR;0
3FGL J0742.4-8133c;25.3439;SUMSS J074220-813139;;;bcu;32
3FGL J0742.6+5444;2198.49;GB6 J0742+5444;;;fsrq;0
3FGL J0742.6-5623;57.6519;PMN J0743-5619;;;fsrq;256
3FGL J0742.7-2824;58.3008;PSR J0742-2822;;;PSR;0
3FGL J0742.7-3110;42.5977;;;;;8
3FGL J0744.1-3804;37.8454;PMN J0743-3804;;;bcu;8
